"State","Method","Year","Month","Value"
"State2","Depo Provera (DMPA)",2019,"October",289662
"State2","Depo Provera (DMPA)",2019,"November",304570
"State2","Depo Provera (DMPA)",2019,"December",286349
"State2","EC",2019,"January",112062
"State2","EC",2019,"February",111064
"State2","EC",2019,"March",116311
"State2","EC",2019,"April",109810
"State2","EC",2019,"May",106814
"State2","EC",2019,"June",114774
"State2","EC",2019,"July",113712
"State2","EC",2019,"August",108352
"State2","EC",2019,"September",107501
"State2","EC",2019,"October",115624
"State2","EC",2019,"November",113316
"State2","EC",2019,"December",109413
"State2","Female Condom",2019,"January",30233
"State2","Female Condom",2019,"February",30507
"State2","Female Condom",2019,"March",30913
"State2","Female Condom",2019,"April",29397
"State2","Female Condom",2019,"May",30424
"State2","Female Condom",2019,"June",29138
"State2","Female Condom",2019,"July",28681
"State2","Female Condom",2019,"August",29529
"State2","Female Condom",2019,"September",30062
"State2","Female Condom",2019,"October",28426
"State2","Female Condom",2019,"November",31178
"State2","Female Condom",2019,"December",29086
"State2","Implanon",2019,"January",54556
"State2","Implanon",2019,"February",56040
"State2","Implanon",2019,"March",53366
"State2","Implanon",2019,"April",55624
"State2","Implanon",2019,"May",51141
"State2","Implanon",2019,"June",53556
"State2","Implanon",2019,"July",51010
"State2","Implanon",2019,"August",51965
"State2","Implanon",2019,"September",51159
"State2","Implanon",2019,"October",51371
"State2","Implanon",2019,"November",55746
"State2","Implanon",2019,"December",55895
"State2","Jadelle",2019,"January",12215
"State2","Jadelle",2019,"February",12888
"State2","Jadelle",2019,"March",12416
"State2","Jadelle",2019,"April",12647
"State2","Jadelle",2019,"May",11930
"State2","Jadelle",2019,"June",12631
"State2","Jadelle",2019,"July",12025
"State2","Jadelle",2019,"August",12443
"State2","Jadelle",2019,"September",13031
"State2","Jadelle",2019,"October",12336
"State2","Jadelle",2019,"November",12000
"State2","Jadelle",2019,"December",12914
"State2","LAM",2019,"January",10894
"State2","LAM",2019,"February",11064
"State2","LAM",2019,"March",10435
"State2","LAM",2019,"April",11280
"State2","LAM",2019,"May",10788
"State2","LAM",2019,"June",11001
"State2","LAM",2019,"July",10514
"State2","LAM",2019,"August",11007
"State2","LAM",2019,"September",10900
"State2","LAM",2019,"October",10793
"State2","LAM",2019,"November",10730
"State2","LAM",2019,"December",11360
"State2","LNG-IUS",2019,"January",8592
"State2","LNG-IUS",2019,"February",9269
"State2","LNG-IUS",2019,"March",8516
"State2","LNG-IUS",2019,"April",8998
"State2","LNG-IUS",2019,"May",9251
"State2","LNG-IUS",2019,"June",8578
"State2","LNG-IUS",2019,"July",8596
"State2","LNG-IUS",2019,"August",8903
"State2","LNG-IUS",2019,"September",9255
"State2","LNG-IUS",2019,"October",8849
"State2","LNG-IUS",2019,"November",9331
"State2","LNG-IUS",2019,"December",8944
"State2","Lunelle",2019,"January",3580
"State2","Lunelle",2019,"February",3480
"State2","Lunelle",2019,"March",3357
"State2","Lunelle",2019,"April",3474
"State2","Lunelle",2019,"May",3462
"State2","Lunelle",2019,"June",3448
"State2","Lunelle",2019,"July",3463
"State2","Lunelle",2019,"August",3356
"State2","Lunelle",2019,"September",3580
"State2","Lunelle",2019,"October",3488
"State2","Lunelle",2019,"November",3475
"State2","Lunelle",2019,"December",3457
"State2","Male Condom",2019,"January",9460725
"State2","Male Condom",2019,"February",8642434
"State2","Male Condom",2019,"March",8759054
"State2","Male Condom",2019,"April",8729251
"State2","Male Condom",2019,"May",9385704
"State2","Male Condom",2019,"June",9321652
"State2","Male Condom",2019,"July",8865743
"State2","Male Condom",2019,"August",9407300
"State2","Male Condom",2019,"September",8803358
"State2","Male Condom",2019,"October",9320983
"State2","Male Condom",2019,"November",9240426
"State2","Male Condom",2019,"December",8657109
"State2","Noristerat (NET-En)",2019,"January",1169
"State2","Noristerat (NET-En)",2019,"February",1144
"State2","Noristerat (NET-En)",2019,"March",1150
"State2","Noristerat (NET-En)",2019,"April",1175
"State2","Noristerat (NET-En)",2019,"May",1150
"State2","Noristerat (NET-En)",2019,"June",1106
"State2","Noristerat (NET-En)",2019,"July",1181
"State2","Noristerat (NET-En)",2019,"August",1148
"State2","Noristerat (NET-En)",2019,"September",1219
"State2","Noristerat (NET-En)",2019,"October",1156
"State2","Noristerat (NET-En)",2019,"November",1177
"State2","Noristerat (NET-En)",2019,"December",1176
"State2","Other Injectable",2019,"January",0
"State2","Other Injectable",2019,"February",0
"State2","Other Injectable",2019,"March",0
"State2","Other Injectable",2019,"April",0
"State2","Other Injectable",2019,"May",0
"State2","Other Injectable",2019,"June",0
"State2","Other Injectable",2019,"July",0
"State2","Other Injectable",2019,"August",0
"State2","Other Injectable",2019,"September",0
"State2","Other Injectable",2019,"October",0
"State2","Other Injectable",2019,"November",0
"State2","Other Injectable",2019,"December",0
"State2","Other OC Pill",2019,"January",0
"State2","Other OC Pill",2019,"February",0
"State2","Other OC Pill",2019,"March",0
"State2","Other OC Pill",2019,"April",0
"State2","Other OC Pill",2019,"May",0
"State2","Other OC Pill",2019,"June",0
"State2","Other OC Pill",2019,"July",0
"State2","Other OC Pill",2019,"August",0
"State2","Other OC Pill",2019,"September",0
"State2","Other OC Pill",2019,"October",0
"State2","Other OC Pill",2019,"November",0
"State2","Other OC Pill",2019,"December",0
"State2","Progestin only (POP)",2019,"January",5380
"State2","Progestin only (POP)",2019,"February",5076
"State2","Progestin only (POP)",2019,"March",5201
"State2","Progestin only (POP)",2019,"April",5323
"State2","Progestin only (POP)",2019,"May",5055
"State2","Progestin only (POP)",2019,"June",5018
"State2","Progestin only (POP)",2019,"July",5289
"State2","Progestin only (POP)",2019,"August",5359
"State2","Progestin only (POP)",2019,"September",4997
"State2","Progestin only (POP)",2019,"October",5089
"State2","Progestin only (POP)",2019,"November",5176
"State2","Progestin only (POP)",2019,"December",5302
"State2","Sayana Press",2019,"January",921
"State2","Sayana Press",2019,"February",896
"State2","Sayana Press",2019,"March",898
"State2","Sayana Press",2019,"April",906
"State2","Sayana Press",2019,"May",972
"State2","Sayana Press",2019,"June",969
"State2","Sayana Press",2019,"July",923
"State2","Sayana Press",2019,"August",940
"State2","Sayana Press",2019,"September",959
"State2","Sayana Press",2019,"October",964
"State2","Sayana Press",2019,"November",916
"State2","Sayana Press",2019,"December",950
"State2","SDM (Standard Days)",2019,"January",125
"State2","SDM (Standard Days)",2019,"February",127
"State2","SDM (Standard Days)",2019,"March",123
"State2","SDM (Standard Days)",2019,"April",126
"State2","SDM (Standard Days)",2019,"May",126
"State2","SDM (Standard Days)",2019,"June",128
"State2","SDM (Standard Days)",2019,"July",125
"State2","SDM (Standard Days)",2019,"August",122
"State2","SDM (Standard Days)",2019,"September",127
"State2","SDM (Standard Days)",2019,"October",126
"State2","SDM (Standard Days)",2019,"November",121
"State2","SDM (Standard Days)",2019,"December",119
"State2","Sino-Implant",2019,"January",40
"State2","Sino-Implant",2019,"February",40
"State2","Sino-Implant",2019,"March",39
"State2","Sino-Implant",2019,"April",38
"State2","Sino-Implant",2019,"May",40
"State2","Sino-Implant",2019,"June",38
"State2","Sino-Implant",2019,"July",39
"State2","Sino-Implant",2019,"August",39
"State2","Sino-Implant",2019,"September",41
"State2","Sino-Implant",2019,"October",38
"State2","Sino-Implant",2019,"November",38
"State2","Sino-Implant",2019,"December",40
"State2","Spermicides",2019,"January",97
"State2","Spermicides",2019,"February",100
"State2","Spermicides",2019,"March",93
"State2","Spermicides",2019,"April",98
"State2","Spermicides",2019,"May",101
"State2","Spermicides",2019,"June",93
"State2","Spermicides",2019,"July",97
"State2","Spermicides",2019,"August",98
"State2","Spermicides",2019,"September",94
"State2","Spermicides",2019,"October",96
"State2","Spermicides",2019,"November",95
"State2","Spermicides",2019,"December",101
"State2","Tubal Ligation (F)",2019,"January",10332
"State2","Tubal Ligation (F)",2019,"February",10248
"State2","Tubal Ligation (F)",2019,"March",10457
"State2","Tubal Ligation (F)",2019,"April",10472
"State2","Tubal Ligation (F)",2019,"May",10630
"State2","Tubal Ligation (F)",2019,"June",10329
"State2","Tubal Ligation (F)",2019,"July",10010
"State2","Tubal Ligation (F)",2019,"August",10682
"State2","Tubal Ligation (F)",2019,"September",10670
"State2","Tubal Ligation (F)",2019,"October",10349
"State2","Tubal Ligation (F)",2019,"November",10138
"State2","Tubal Ligation (F)",2019,"December",10537
"State2","Vaginal barrier",2019,"January",0
"State2","Vaginal barrier",2019,"February",0
"State2","Vaginal barrier",2019,"March",0
"State2","Vaginal barrier",2019,"April",0
"State2","Vaginal barrier",2019,"May",0
"State2","Vaginal barrier",2019,"June",0
"State2","Vaginal barrier",2019,"July",0
"State2","Vaginal barrier",2019,"August",0
"State2","Vaginal barrier",2019,"September",0
"State2","Vaginal barrier",2019,"October",0
"State2","Vaginal barrier",2019,"November",0
"State2","Vaginal barrier",2019,"December",0
"State2","Vasectomy (M)",2019,"January",211
"State2","Vasectomy (M)",2019,"February",198
"State2","Vasectomy (M)",2019,"March",199
"State2","Vasectomy (M)",2019,"April",208
"State2","Vasectomy (M)",2019,"May",205
"State2","Vasectomy (M)",2019,"June",209
"State2","Vasectomy (M)",2019,"July",209
"State2","Vasectomy (M)",2019,"August",201
"State2","Vasectomy (M)",2019,"September",212
"State2","Vasectomy (M)",2019,"October",202
"State2","Vasectomy (M)",2019,"November",201
"State2","Vasectomy (M)",2019,"December",205
"State2","Combined Oral (COC)",2020,"January",274713
"State2","Combined Oral (COC)",2020,"February",277276
"State2","Combined Oral (COC)",2020,"March",284824
"State2","Combined Oral (COC)",2020,"April",286235
"State2","Combined Oral (COC)",2020,"May",279173
"State2","Combined Oral (COC)",2020,"June",283383
"State2","Combined Oral (COC)",2020,"July",275477
"State2","Combined Oral (COC)",2020,"August",292689
"State2","Combined Oral (COC)",2020,"September",284949
"State2","Combined Oral (COC)",2020,"October",283998
"State2","Combined Oral (COC)",2020,"November",272376
"State2","Combined Oral (COC)",2020,"December",277633
"State2","Copper- T 380-A IUD",2020,"January",65210
"State2","Copper- T 380-A IUD",2020,"February",66086
"State2","Copper- T 380-A IUD",2020,"March",65675
"State2","Copper- T 380-A IUD",2020,"April",66371
"State2","Copper- T 380-A IUD",2020,"May",65857
"State2","Copper- T 380-A IUD",2020,"June",63595
"State2","Copper- T 380-A IUD",2020,"July",66178
"State2","Copper- T 380-A IUD",2020,"August",68382
"State2","Copper- T 380-A IUD",2020,"September",66500
"State2","Copper- T 380-A IUD",2020,"October",66407
"State2","Copper- T 380-A IUD",2020,"November",65174
"State2","Copper- T 380-A IUD",2020,"December",67196
"State2","Depo Provera (DMPA)",2020,"January",232338
"State2","Depo Provera (DMPA)",2020,"February",239567
"State2","Depo Provera (DMPA)",2020,"March",230232
"State2","Depo Provera (DMPA)",2020,"April",233250
"State2","Depo Provera (DMPA)",2020,"May",247589
"State2","Depo Provera (DMPA)",2020,"June",246636
"State2","Depo Provera (DMPA)",2020,"July",239860
"State2","Depo Provera (DMPA)",2020,"August",238449
"State2","Depo Provera (DMPA)",2020,"September",249941
"State2","Depo Provera (DMPA)",2020,"October",232907
"State2","Depo Provera (DMPA)",2020,"November",250622
"State2","Depo Provera (DMPA)",2020,"December",243641
"State2","EC",2020,"January",99068
"State2","EC",2020,"February",101943
"State2","EC",2020,"March",105773
"State2","EC",2020,"April",103131
"State2","EC",2020,"May",101710
"State2","EC",2020,"June",102980
"State2","EC",2020,"July",103167
"State2","EC",2020,"August",102899
"State2","EC",2020,"September",102082
"State2","EC",2020,"October",101675
"State2","EC",2020,"November",102759
"State2","EC",2020,"December",101861
"State2","Female Condom",2020,"January",24715
"State2","Female Condom",2020,"February",26908
"State2","Female Condom",2020,"March",26900
"State2","Female Condom",2020,"April",25236
"State2","Female Condom",2020,"May",24804
"State2","Female Condom",2020,"June",26818
"State2","Female Condom",2020,"July",24727
"State2","Female Condom",2020,"August",25324
"State2","Female Condom",2020,"September",26632
"State2","Female Condom",2020,"October",26296
"State2","Female Condom",2020,"November",24996
"State2","Female Condom",2020,"December",26382
"State2","Implanon",2020,"January",59647
"State2","Implanon",2020,"February",58810
"State2","Implanon",2020,"March",57313
"State2","Implanon",2020,"April",56771
"State2","Implanon",2020,"May",58324
"State2","Implanon",2020,"June",56276
"State2","Implanon",2020,"July",60318
"State2","Implanon",2020,"August",58637
"State2","Implanon",2020,"September",55293
"State2","Implanon",2020,"October",56856
"State2","Implanon",2020,"November",56223
"State2","Implanon",2020,"December",59365
"State2","Jadelle",2020,"January",12025
"State2","Jadelle",2020,"February",12165
"State2","Jadelle",2020,"March",12516
"State2","Jadelle",2020,"April",12284
"State2","Jadelle",2020,"May",12010
"State2","Jadelle",2020,"June",12479
"State2","Jadelle",2020,"July",12450
"State2","Jadelle",2020,"August",12477
"State2","Jadelle",2020,"September",12056
"State2","Jadelle",2020,"October",12614
"State2","Jadelle",2020,"November",12226
"State2","Jadelle",2020,"December",12121
"State2","LAM",2020,"January",4143
"State2","LAM",2020,"February",4214
"State2","LAM",2020,"March",4314
"State2","LAM",2020,"April",4265
"State2","LAM",2020,"May",4092
"State2","LAM",2020,"June",4090
"State2","LAM",2020,"July",4168
"State2","LAM",2020,"August",4311
"State2","LAM",2020,"September",4046
"State2","LAM",2020,"October",4043
"State2","LAM",2020,"November",4188
"State2","LAM",2020,"December",4266
"State2","LNG-IUS",2020,"January",9199
"State2","LNG-IUS",2020,"February",8598
"State2","LNG-IUS",2020,"March",8797
"State2","LNG-IUS",2020,"April",8672
"State2","LNG-IUS",2020,"May",8827
"State2","LNG-IUS",2020,"June",8907
"State2","LNG-IUS",2020,"July",9074
"State2","LNG-IUS",2020,"August",9044
"State2","LNG-IUS",2020,"September",9272
"State2","LNG-IUS",2020,"October",8964
"State2","LNG-IUS",2020,"November",8949
"State2","LNG-IUS",2020,"December",8922
"State2","Lunelle",2020,"January",1229
"State2","Lunelle",2020,"February",1169
"State2","Lunelle",2020,"March",1191
"State2","Lunelle",2020,"April",1186
"State2","Lunelle",2020,"May",1171
"State2","Lunelle",2020,"June",1148
"State2","Lunelle",2020,"July",1158
"State2","Lunelle",2020,"August",1219
"State2","Lunelle",2020,"September",1205
"State2","Lunelle",2020,"October",1172
"State2","Lunelle",2020,"November",1208
"State2","Lunelle",2020,"December",1206
"State2","Male Condom",2020,"January",9552157
"State2","Male Condom",2020,"February",8943804
"State2","Male Condom",2020,"March",9627208
"State2","Male Condom",2020,"April",8989387
"State2","Male Condom",2020,"May",9353651
"State2","Male Condom",2020,"June",9662083
"State2","Male Condom",2020,"July",9148078
"State2","Male Condom",2020,"August",9147618
"State2","Male Condom",2020,"September",9512409
"State2","Male Condom",2020,"October",8881621
"State2","Male Condom",2020,"November",9350410
"State2","Male Condom",2020,"December",8839185
"State2","Noristerat (NET-En)",2020,"January",2173
"State2","Noristerat (NET-En)",2020,"February",2270
"State2","Noristerat (NET-En)",2020,"March",2206
"State2","Noristerat (NET-En)",2020,"April",2227
"State2","Noristerat (NET-En)",2020,"May",2155
"State2","Noristerat (NET-En)",2020,"June",2250
"State2","Noristerat (NET-En)",2020,"July",2129
"State2","Noristerat (NET-En)",2020,"August",2193
"State2","Noristerat (NET-En)",2020,"September",2244
"State2","Noristerat (NET-En)",2020,"October",2234
"State2","Noristerat (NET-En)",2020,"November",2165
"State2","Noristerat (NET-En)",2020,"December",2149
"State2","Other Injectable",2020,"January",0
"State2","Other Injectable",2020,"February",0
"State2","Other Injectable",2020,"March",0
"State2","Other Injectable",2020,"April",0
"State2","Other Injectable",2020,"May",0
"State2","Other Injectable",2020,"June",0
"State2","Other Injectable",2020,"July",0
"State2","Other Injectable",2020,"August",0
"State2","Other Injectable",2020,"September",0
"State2","Other Injectable",2020,"October",0
"State2","Other Injectable",2020,"November",0
"State2","Other Injectable",2020,"December",0
"State2","Other OC Pill",2020,"January",0
"State2","Other OC Pill",2020,"February",0
"State2","Other OC Pill",2020,"March",0
"State2","Other OC Pill",2020,"April",0
"State2","Other OC Pill",2020,"May",0
"State2","Other OC Pill",2020,"June",0
"State2","Other OC Pill",2020,"July",0
"State2","Other OC Pill",2020,"August",0
"State2","Other OC Pill",2020,"September",0
"State2","Other OC Pill",2020,"October",0
"State2","Other OC Pill",2020,"November",0
"State2","Other OC Pill",2020,"December",0
"State2","Progestin only (POP)",2020,"January",5819
"State2","Progestin only (POP)",2020,"February",5926
"State2","Progestin only (POP)",2020,"March",5602
"State2","Progestin only (POP)",2020,"April",5580
"State2","Progestin only (POP)",2020,"May",5837
"State2","Progestin only (POP)",2020,"June",5875
"State2","Progestin only (POP)",2020,"July",6117
"State2","Progestin only (POP)",2020,"August",6092
"State2","Progestin only (POP)",2020,"September",5576
"State2","Progestin only (POP)",2020,"October",5857
"State2","Progestin only (POP)",2020,"November",6114
"State2","Progestin only (POP)",2020,"December",5768
"State2","Sayana Press",2020,"January",2839
"State2","Sayana Press",2020,"February",2881
"State2","Sayana Press",2020,"March",3092
"State2","Sayana Press",2020,"April",2942
"State2","Sayana Press",2020,"May",3042
"State2","Sayana Press",2020,"June",3018
"State2","Sayana Press",2020,"July",3060
"State2","Sayana Press",2020,"August",2999
"State2","Sayana Press",2020,"September",3101
"State2","Sayana Press",2020,"October",2899
"State2","Sayana Press",2020,"November",2922
"State2","Sayana Press",2020,"December",2848
"State2","SDM (Standard Days)",2020,"January",129
"State2","SDM (Standard Days)",2020,"February",127
"State2","SDM (Standard Days)",2020,"March",138
"State2","SDM (Standard Days)",2020,"April",129
"State2","SDM (Standard Days)",2020,"May",138
"State2","SDM (Standard Days)",2020,"June",132
"State2","SDM (Standard Days)",2020,"July",138
"State2","SDM (Standard Days)",2020,"August",130
"State2","SDM (Standard Days)",2020,"September",137
"State2","SDM (Standard Days)",2020,"October",136
"State2","SDM (Standard Days)",2020,"November",136
"State2","SDM (Standard Days)",2020,"December",130
"State2","Sino-Implant",2020,"January",5
"State2","Sino-Implant",2020,"February",6
"State2","Sino-Implant",2020,"March",6
"State2","Sino-Implant",2020,"April",6
"State2","Sino-Implant",2020,"May",5
"State2","Sino-Implant",2020,"June",5
"State2","Sino-Implant",2020,"July",6
"State2","Sino-Implant",2020,"August",6
"State2","Sino-Implant",2020,"September",6
"State2","Sino-Implant",2020,"October",5
"State2","Sino-Implant",2020,"November",5
"State2","Sino-Implant",2020,"December",5
"State2","Spermicides",2020,"January",92
"State2","Spermicides",2020,"February",91
"State2","Spermicides",2020,"March",97
"State2","Spermicides",2020,"April",94
"State2","Spermicides",2020,"May",89
"State2","Spermicides",2020,"June",90
"State2","Spermicides",2020,"July",96
"State2","Spermicides",2020,"August",96
"State2","Spermicides",2020,"September",97
"State2","Spermicides",2020,"October",95
"State2","Spermicides",2020,"November",89
"State2","Spermicides",2020,"December",89
"State2","Tubal Ligation (F)",2020,"January",3604
"State2","Tubal Ligation (F)",2020,"February",3471
"State2","Tubal Ligation (F)",2020,"March",3651
"State2","Tubal Ligation (F)",2020,"April",3421
"State2","Tubal Ligation (F)",2020,"May",3595
"State2","Tubal Ligation (F)",2020,"June",3433
"State2","Tubal Ligation (F)",2020,"July",3594
"State2","Tubal Ligation (F)",2020,"August",3469
"State2","Tubal Ligation (F)",2020,"September",3641
"State2","Tubal Ligation (F)",2020,"October",3484
"State2","Tubal Ligation (F)",2020,"November",3585
"State2","Tubal Ligation (F)",2020,"December",3470
"State2","Vaginal barrier",2020,"January",0
"State2","Vaginal barrier",2020,"February",0
"State2","Vaginal barrier",2020,"March",0
"State2","Vaginal barrier",2020,"April",0
"State2","Vaginal barrier",2020,"May",0
"State2","Vaginal barrier",2020,"June",0
"State2","Vaginal barrier",2020,"July",0
"State2","Vaginal barrier",2020,"August",0
"State2","Vaginal barrier",2020,"September",0
"State2","Vaginal barrier",2020,"October",0
"State2","Vaginal barrier",2020,"November",0
"State2","Vaginal barrier",2020,"December",0
"State2","Vasectomy (M)",2020,"January",13
"State2","Vasectomy (M)",2020,"February",13
"State2","Vasectomy (M)",2020,"March",14
"State2","Vasectomy (M)",2020,"April",13
"State2","Vasectomy (M)",2020,"May",13
"State2","Vasectomy (M)",2020,"June",13
"State2","Vasectomy (M)",2020,"July",13
"State2","Vasectomy (M)",2020,"August",13
"State2","Vasectomy (M)",2020,"September",13
"State2","Vasectomy (M)",2020,"October",13
"State2","Vasectomy (M)",2020,"November",13
"State2","Vasectomy (M)",2020,"December",13
